,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
325,China,CHN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.74403,89.11563,,,,,,,,,,,,,,,,,,,,,,,,
326,China,CHN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90241,,,,,,,,,,,,,,,,,,,,,,,,,
373,China,CHN,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323903048401778,0.304638289456542,0.290375033730025,0.259465122769714,0.285175309171134,0.327651787391176,0.344231582936689,0.344876978435412,0.338411537987326,0.329524048962495,0.328858640402072,0.328253362842863,0.325166375259962,0.327170802122271,0.340777796029363,0.346770948650515,0.359284421520463,0.39507095077427,0.457475213337183,0.461393941367748,0.491689064381873,0.545459847016077,0.564128670002011,0.591314990999608,0.611848324800907,0.621550269002401,0.600323658910991,0.619020978612239,0.639148115580539,0.609043348925134,0.604826033742771,0.647572648218866,0.592309849521722,
383,China,CHN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.89634790711,1534.70527155072,1731.65721549507,1949.534268233,2178.9240567606,2391.47711558936,2601.36342607386,2812.71113459466,3004.42734154703,3206.73002570818,3451.67923092858,3712.33813234069,4024.35569663549,4400.82518341212,4817.21184452758,5334.6466393818,5979.78171182527,6795.17401237991,7412.87436349204,8069.35463837756,8884.58803122605,9680.09769961662,10370.7265716791,11101.9389299934,11851.4042175796,12612.3516512418,13399.1373202744,14243.5326108491,15133.9956182327,15977.7638279876,16296.6093789678,17657.4951808666,18187.9787370537,
384,China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,238.217064539596,175.023690648895,163.907052423586,176.400465038858,203.687844894515,232.607219042772,250.304915833897,229.876286172258,214.770077253607,244.363977154436,283.585371215779,295.380186485794,299.190903908794,315.129680031066,315.816680593065,337.344136734593,326.949477684525,346.939174229985,381.099349491894,404.596653779982,430.855432409241,447.119809916529,480.311347634892,524.409390725924,596.201140363961,667.128576945448,716.10537758984,786.864922900416,861.193531864752,883.764201558456,905.032504707292,975.462966767608,1100.64617367513,1239.12943830846,1384.93023003783,1520.02954923879,1653.43387572699,1787.76707089802,1909.62242871681,2038.20658108471,2193.89698162019,2359.572509032,2557.89174634267,2797.17680600598,3061.83333342101,3390.716337509,3800.7659955099,4319.03162430702,4711.64369663046,5128.90439706266,5647.06902367691,6152.6971958122,6591.66284020379,7056.42346206424,7532.78569686615,8016.44601585644,8516.52918957832,9053.22920002159,9619.20998022803,10155.5114163468,10358.1705411086,11223.1533663847,11560.3301997039,
385,China,CHN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616385775698.94,1766108132395.14,2017328706335.29,2297409163056.5,2596917953189.27,2881383160103.41,3167290039416.23,3459845648886.52,3731303470424.21,4017182938755.54,4358245522535.81,4721537253617.51,5152785033972.09,5670023166308.18,6243467841396.09,6954885516694.85,7839613419837.17,8955257903305.3,9819501089971.55,10742409055886.5,11884957832311.2,13020070209403.8,14043934216102.1,15134607226924.2,16258467389928.8,17403279549482.5,18595188781703.6,19887033884256.7,21229363693432.1,22492617140030.3,22996145494661.5,24938739893648.7,25684608872998.8,
386,China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,158907457242.429,115573393646.185,109124398292.051,120364211312.289,142246424921.309,166357193951.105,184074235104.248,173453151731.277,166341572533.691,194519834914.36,232062163046.44,248445751754.134,257911534896.498,277925470006.599,284345548371.966,309140480182.898,304286974638.822,327321498623.151,364393859506.917,392056180496.071,422770430220.081,444385672278.89,484456434564.981,536633373623.745,618156247357.863,701178819512.744,763934055759.066,852989116696.352,948716630508.167,988622824073.367,1027379323856.15,1122543272896.83,1282219772946.32,1460239695280.22,1650608320717.13,1831415202548.1,2013138415391.4,2199087579734.88,2371626931008.41,2553332721355.15,2770113054357.83,3001022295612.35,3275124592017.16,3603882596858.11,3968365637613.63,4420544703537.24,4982880235433.39,5691986992199.86,6241302380960.02,6827905267633.63,7554112468317.73,8275593072769.26,8926363901575.56,9619598720424.46,10333927386102.8,11061573199439.7,11819154044004.9,12640254407508.1,13493442991864.7,14296370418805.1,14616414450558.4,15851132888547.1,16325209299766.8,
387,China,CHN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.190311947728461,0.142432078198573,0.111912039283719,0.175160226082526,0.31941707077155,0.22050058635815,0.421319811368948,0.423540650502366,0.280544558453324,0.354068171396976,0.404616392108178,0.532478138222438,0.465097625470962,0.407938801657631,0.287607377236682,0.254013353131154,0.175061500665316,0.258693727832562,1.11136888543569,0.395103473714275,0.376864557442531,0.742892477567943,0.68941916565197,0.523713114155201,0.444568832397725,0.317944090455996,0.238792079367953,0.23416085353456,0.4381486529878,0.337011065325236,0.143065124667862,0.124862064663083,0.127806840215127,0.137301920518456,0.263034043120524,0.719382293325194,1.17112949883967,2.15745853560002,2.36221058764274,0.996362930664087,2.02001128407646,2.33286209782444,0.783715365961303,0.604283761994796,0.358822126128755,0.203345375101355,0.185155152566946,0.235890375798972,0.178921788137024,0.272313304955158,0.168349189697692,0.510049245324858,,
389,China,CHN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4981074937249,31.4787688237639,34.0569816734585,39.2288287661142,47.3166320041664,53.782779280184,57.2822798564587,58.2082872874904,57.6842662328326,56.9556799518528,58.1305575109715,59.320518773033,59.6776870696326,61.2312033226181,65.4879920957622,68.0444758342362,70.7162757895563,76.1965654628766,82.1363514088809,81.9642483511853,87.6045199518723,94.6791845619766,96.8863623530842,98.9823728763223,100.002944180253,100.0,101.40734602725,105.699596484141,109.398815613029,110.806450619399,111.35216540447,116.422346047122,119.038659656967,
390,China,CHN,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,,,,,,,,,,,,0.0745389208411057,0.0691535992826392,0.077074228180657,0.711009206486046,2.69280693403666,3.0311520485369,3.08113278502555,3.33590821868904,2.69650761840277,4.550303812533,7.95333965961777,8.72549855637581,4.38935293161726,2.98496212712962,3.04748440074638,1.58663620371161,0.196742361719575,0.914569028426778,1.47842452212878,1.7052386616778,1.34805201595044,0.699208657061324,0.142655939106701,0.0649779012544379,0.455735912219756,0.128660824709202,0.0847831389309089,0.14993960613722,0.0711870233211488,0.146386681969002,0.801896055646553,0.263542850237849,0.220007406138794,2.48180871668287,1.84458902608905,1.8434710833023,2.10209759333344,4.95292742699964,1.70995200685933,2.74101073299239,3.531173681463,1.77837319641686,1.08227721470867,0.795129720884853,0.404630230720423,0.413140466173888,0.53771676055273,0.582602393231466,0.448117054740137,0.359558405712834,0.607568894164746,,
422,China,CHN,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,China,CHN,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02510313732236,1.54836076546991,1.384252754252,1.58873621788185,1.80429382923705,1.76716042443203,1.61400571934493,1.86825605496799,4.03207977371008,2.07019265825935,,
424,China,CHN,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,China,CHN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,51.1784615384615,50.2894700004489,49.7408375608811,52.6268628075733,56.0128369645587,56.8044129374708,56.9862689284041,60.7212832215627,66.1922673045488,75.9741967525257,78.0370949013971,73.9836236530485,77.1332899211029,86.200461355157,88.3623934536212,86.3728816885016,96.9026344210731,85.882585771154,84.206050702349,89.4555815789448,96.7258194376823,105.193223282686,110.383524583833,111.122970939299,110.044590706126,117.49869856029,125.671432607624,118.6361030068,111.842924826452,109.158387197031,105.787508532942,102.00356622006,124.408008908592,126.579494210428,123.095927186754,128.922639036534,134.319251401012,140.236886965913,152.594499832597,156.229943475554,154.895051691759,157.812078588381,165.390369621906,182.868059385178,177.267426847586,185.363493889347,
428,China,CHN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,China,CHN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11544475300762,2.05086543707041,1.88592887976096,1.81162839809826,1.67675539088373,1.68646639806348,1.5252329777846,1.42518771370526,1.3645816539214,1.23511560934614,1.20808275125645,1.17595970718368,1.15908784333055,1.22767944878594,1.2884943240953,1.31762610506783,1.29191752477272,1.22860133193967,1.15354204307797,1.13051823325534,1.12189522403117,1.12167836412162,1.06880470090582,1.03737466499639,0.969722645184873,0.891309131371967,0.834316395512403,0.798185928442002,0.783140522872562,0.752836117469568,0.748794188685714,,,
456,China,CHN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27956347294277,1.48410606706734,1.67682357342718,1.84550004140311,2.03433272933928,2.14634435121792,2.33750282266997,2.60018628635283,2.81642382084736,3.01662455459073,3.24503192325833,3.45412409885695,3.58655891840045,3.52165449020566,3.49106232318401,3.62806644254965,3.85617749421447,4.18294969649735,4.53191155560807,4.67026745625129,4.73457451760728,4.93646553700011,5.19570336336345,5.38620096350816,5.61076766078296,,,,,,,,,
472,China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,4.4873083502658e-05,0.0298196364663713,0.135296316146172,0.209664356764914,0.275698542655107,0.483945714588724,0.536046583129515,0.623424605798281,0.847702964733309,1.02255894629729,0.97565028966922,0.966308310992784,1.13883773180262,2.61316219284371,6.18688207614214,5.98718593345142,4.88086300514972,4.65181266315599,4.72534365272128,4.43550120275088,3.74895859312295,3.47512597253058,3.51298867998456,3.60908135293279,3.48741875884679,3.48364146448105,4.55426329697516,4.50860069139517,4.4009836314446,3.73361071056151,2.56889432679988,4.00354458563825,3.70880670399236,2.82710525795696,3.03985503240276,2.55924764977625,2.19217761574531,1.55563695890012,1.34912371356576,1.69389432987351,1.31071593436329,1.7231756197056,1.93078624097438,1.00297929663148,
